timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1.71699E+12,4,HTTP Request,200,,Thread Group 1-449,text,TRUE,,576,216,1,1,http://localhost:5009/data/filterfromAllCSV,4,0,1
1.71699E+12,4,HTTP Request,200,,Thread Group 1-450,text,TRUE,,576,216,3,3,http://localhost:5009/data/filterfromAllCSV,4,0,1
1.71699E+12,5,HTTP Request,200,,Thread Group 1-451,text,TRUE,,576,216,2,2,http://localhost:5009/data/filterfromAllCSV,5,0,1
1.71699E+12,6,HTTP Request,200,,Thread Group 1-452,text,TRUE,,576,216,2,2,http://localhost:5009/data/filterfromAllCSV,6,0,1
1.71699E+12,4,HTTP Request,200,,Thread Group 1-459,text,TRUE,,576,216,8,8,http://localhost:5009/data/filterfromAllCSV,4,0,1
1.71699E+12,3,HTTP Request,200,,Thread Group 1-460,text,TRUE,,576,216,8,8,http://localhost:5009/data/filterfromAllCSV,3,0,1
1.71699E+12,5,HTTP Request,200,,Thread Group 1-454,text,TRUE,,576,216,3,3,http://localhost:5009/data/filterfromAllCSV,5,0,1
1.71699E+12,3,HTTP Request,200,,Thread Group 1-456,text,TRUE,,576,216,5,5,http://localhost:5009/data/filterfromAllCSV,3,0,1
1.71699E+12,3,HTTP Request,200,,Thread Group 1-453,text,TRUE,,576,216,1,1,http://localhost:5009/data/filterfromAllCSV,3,0,1
1.71699E+12,4,HTTP Request,200,,Thread Group 1-458,text,TRUE,,576,216,8,8,http://localhost:5009/data/filterfromAllCSV,4,0,2
1.71699E+12,3,HTTP Request,200,,Thread Group 1-455,text,TRUE,,576,216,4,4,http://localhost:5009/data/filterfromAllCSV,3,0,1
1.71699E+12,3,HTTP Request,200,,Thread Group 1-457,text,TRUE,,576,216,5,5,http://localhost:5009/data/filterfromAllCSV,3,0,1
1.71699E+12,3,HTTP Request,200,,Thread Group 1-462,text,TRUE,,576,216,10,10,http://localhost:5009/data/filterfromAllCSV,3,0,1
1.71699E+12,5,HTTP Request,200,,Thread Group 1-461,text,TRUE,,576,216,2,2,http://localhost:5009/data/filterfromAllCSV,5,0,1
1.71699E+12,5,HTTP Request,200,,Thread Group 1-466,text,TRUE,,576,216,2,2,http://localhost:5009/data/filterfromAllCSV,5,0,1
1.71699E+12,7,HTTP Request,200,,Thread Group 1-468,text,TRUE,,576,216,2,2,http://localhost:5009/data/filterfromAllCSV,7,0,1
1.71699E+12,5,HTTP Request,200,,Thread Group 1-469,text,TRUE,,576,216,2,2,http://localhost:5009/data/filterfromAllCSV,5,0,2
1.71699E+12,5,HTTP Request,200,,Thread Group 1-470,text,TRUE,,576,216,2,2,http://localhost:5009/data/filterfromAllCSV,5,0,1
